EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1132,46,No,Travel_Frequently,Research & Development,24,1,Marketing,2,Male,3,5,Laboratory Technician,3,Divorced,171629,8,No,12,3,3,1,28,6,4,0,0,0,0
1133,18,No,Travel_Frequently,Research & Development,23,5,Other,4,Male,3,5,Research Director,4,Married,160262,9,Yes,13,3,4,0,0,0,3,6,0,1,0
1134,37,No,Travel_Frequently,Sales,1,5,Marketing,4,Female,3,3,Manager,3,Married,114028,7,No,17,3,4,0,19,1,3,8,1,0,8
1135,31,No,Travel_Frequently,Sales,25,1,Human Resources,3,Male,3,4,Sales Representative,3,Single,104882,2,No,24,3,4,2,13,1,3,7,0,3,3
1136,34,Yes,Non-Travel,Research & Development,9,1,Marketing,2,Female,3,2,Laboratory Technician,3,Divorced,88205,2,Yes,13,3,4,0,16,6,4,1,1,1,1
1137,38,No,Travel_Rarely,Sales,19,3,Technical Degree,3,Female,3,2,Manager,4,Single,83699,5,No,24,3,3,0,20,6,2,5,2,0,0
1138,40,Yes,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Male,4,3,Research Scientist,1,Divorced,92051,2,No,13,3,2,0,22,1,3,3,2,0,3
1139,60,No,Non-Travel,Sales,13,3,Medical,3,Male,3,2,Sales Executive,3,Divorced,75084,0,No,17,4,2,2,42,3,3,2,0,0,2
1140,42,No,Non-Travel,Sales,26,4,Life Sciences,3,Male,2,2,Sales Representative,2,Single,75321,1,Yes,24,4,3,3,24,1,3,3,2,1,1
1141,34,No,Travel_Frequently,Sales,22,4,Human Resources,4,Female,4,1,Sales Executive,4,Married,60528,3,Yes,13,3,2,3,16,3,3,7,4,0,2
1142,31,No,Travel_Rarely,Research & Development,17,5,Technical Degree,2,Male,4,3,Manufacturing Director,3,Single,101002,7,No,24,3,4,2,13,2,4,0,0,0,0
1143,31,No,Travel_Rarely,Research & Development,9,3,Technical Degree,4,Male,3,1,Laboratory Technician,2,Married,64201,1,No,18,3,2,1,13,6,3,7,0,0,4
1144,48,Yes,Travel_Frequently,Sales,15,2,Medical,4,Male,4,1,Manager,4,Divorced,55299,8,Yes,11,3,2,2,30,4,3,5,1,2,0
1145,18,Yes,Travel_Rarely,Research & Development,20,1,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,90886,4,Yes,16,3,4,1,0,1,3,2,2,2,2
1146,23,No,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Female,3,2,Research Scientist,3,Divorced,115083,4,No,14,3,2,2,5,2,1,1,1,1,1
1147,34,No,Non-Travel,Research & Development,23,1,Human Resources,2,Female,3,4,Manufacturing Director,4,Married,140732,1,No,21,3,4,2,16,2,4,3,1,3,3
1148,22,No,Travel_Frequently,Human Resources,13,1,Marketing,3,Female,3,2,Human Resources,3,Single,106222,7,Yes,24,3,4,1,4,5,2,11,0,4,2
1149,36,Yes,Non-Travel,Sales,13,4,Other,4,Male,1,3,Sales Executive,3,Single,72165,7,No,14,3,2,3,18,5,3,7,0,4,2
1150,28,No,Travel_Frequently,Sales,11,5,Life Sciences,4,Female,3,4,Sales Representative,3,Married,124180,6,No,14,3,4,2,10,2,3,4,2,1,4
1151,41,No,Travel_Rarely,Sales,1,3,Human Resources,4,Male,3,3,Manager,3,Single,108699,5,No,21,3,3,2,23,6,3,6,6,0,2
1152,44,No,Travel_Rarely,Sales,13,2,Human Resources,3,Female,1,3,Manager,4,Divorced,81898,2,No,11,3,4,1,26,6,3,13,0,0,7
1153,42,No,Non-Travel,Research & Development,3,4,Other,3,Male,2,3,Laboratory Technician,3,Single,93514,3,No,23,3,2,1,24,6,2,5,5,0,0
1154,42,Yes,Non-Travel,Research & Development,11,3,Other,2,Female,4,2,Laboratory Technician,2,Divorced,91229,1,Yes,23,3,3,1,24,5,3,3,1,1,3
1155,47,No,Non-Travel,Research & Development,9,2,Human Resources,3,Female,3,2,Research Director,4,Divorced,96049,5,Yes,20,3,3,2,29,2,1,2,1,2,0
1156,37,No,Non-Travel,Sales,21,3,Other,4,Male,2,3,Sales Executive,3,Single,75289,0,No,21,3,4,0,19,3,1,5,5,0,3
1157,48,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Male,2,2,Research Scientist,4,Married,123472,8,No,16,3,4,3,30,0,3,7,1,0,0
1158,37,No,Non-Travel,Research & Development,17,2,Human Resources,1,Male,3,2,Healthcare Representative,1,Married,66833,1,No,13,3,1,0,19,3,3,12,4,3,1
1159,21,No,Travel_Frequently,Sales,21,3,Life Sciences,4,Female,3,3,Sales Representative,1,Single,87578,9,No,21,3,3,1,3,1,3,1,0,1,1
1160,30,Yes,Non-Travel,Research & Development,2,2,Technical Degree,3,Female,1,4,Research Scientist,2,Single,142143,0,Yes,20,3,1,3,12,1,3,12,4,5,2
1161,32,Yes,Non-Travel,Sales,10,2,Marketing,2,Female,4,3,Sales Representative,2,Single,140807,1,No,11,3,4,2,14,1,4,6,2,0,2
1162,49,Yes,Travel_Frequently,Research & Development,23,1,Medical,2,Male,3,5,Research Director,2,Divorced,151888,7,Yes,24,3,1,1,31,3,3,9,4,0,5
1163,45,No,Travel_Frequently,Sales,23,5,Technical Degree,4,Male,3,2,Sales Representative,1,Married,90011,6,No,19,3,1,1,27,2,3,17,0,3,0
1164,43,Yes,Travel_Rarely,Research & Development,23,4,Technical Degree,3,Female,3,4,Manager,4,Single,97694,3,No,16,3,4,3,25,4,2,1,1,0,0
1165,51,No,Travel_Frequently,Sales,6,2,Other,3,Female,3,3,Sales Representative,3,Single,119346,7,Yes,25,3,1,0,33,6,3,17,4,2,2
1166,54,No,Non-Travel,Sales,29,5,Other,1,Male,3,1,Sales Representative,3,Single,75893,5,Yes,20,4,4,3,36,3,3,3,3,1,0
1167,40,Yes,Travel_Rarely,Human Resources,14,1,Marketing,3,Male,3,2,Human Resources,3,Single,84090,9,No,16,4,3,0,22,1,4,9,9,0,9
1168,28,No,Non-Travel,Research & Development,3,3,Marketing,3,Male,2,1,Healthcare Representative,2,Single,77781,6,No,11,3,4,3,10,0,2,6,6,0,4
1169,41,No,Travel_Frequently,Human Resources,7,5,Human Resources,4,Male,3,5,Human Resources,2,Married,132445,1,No,15,3,1,0,23,1,2,2,0,0,0
1170,35,No,Travel_Rarely,Research & Development,20,2,Life Sciences,3,Male,2,2,Laboratory Technician,3,Divorced,102557,2,No,25,3,3,0,17,2,4,1,1,0,1
1171,36,No,Travel_Frequently,Sales,27,1,Other,2,Female,3,2,Sales Representative,4,Married,96698,9,Yes,23,3,3,1,18,6,4,13,3,0,4
1172,56,No,Travel_Rarely,Sales,24,3,Life Sciences,3,Female,3,1,Manager,4,Married,72915,7,No,23,3,2,2,38,1,3,15,2,4,5
1173,59,No,Travel_Frequently,Sales,21,2,Life Sciences,4,Male,4,2,Manager,4,Married,85873,0,Yes,18,3,3,0,41,3,3,2,2,2,0
1174,46,Yes,Non-Travel,Research & Development,15,1,Medical,3,Male,3,5,Manager,1,Married,127401,3,Yes,18,3,4,0,28,4,3,0,0,0,0
1175,22,No,Travel_Frequently,Human Resources,3,1,Other,4,Female,4,1,Manager,3,Married,63627,2,No,14,3,1,0,4,6,3,1,1,1,0
1176,44,Yes,Travel_Rarely,Research & Development,3,3,Marketing,4,Male,3,5,Manufacturing Director,3,Married,124575,2,No,19,3,1,3,26,6,4,0,0,0,0
1177,44,Yes,Travel_Rarely,Research & Development,20,4,Other,3,Female,2,2,Research Director,2,Married,102259,7,No,15,3,4,1,26,2,1,8,4,1,4
1178,37,Yes,Non-Travel,Research & Development,1,2,Human Resources,2,Female,4,4,Manager,1,Divorced,123753,5,No,12,3,4,0,19,2,3,10,2,0,1
1179,49,Yes,Non-Travel,Research & Development,9,1,Other,2,Male,3,2,Manager,3,Married,105300,8,No,17,3,4,1,31,4,4,14,1,2,3
1180,37,Yes,Travel_Frequently,Sales,2,2,Human Resources,2,Female,4,1,Manager,4,Married,85384,5,No,17,3,3,0,19,5,3,5,3,2,5
1181,37,No,Travel_Rarely,Human Resources,18,3,Medical,4,Female,1,2,Human Resources,3,Single,100836,1,Yes,22,3,4,0,19,4,3,6,2,0,5
1182,29,No,Travel_Frequently,Sales,21,4,Life Sciences,2,Female,2,1,Sales Representative,2,Married,86458,2,No,12,3,1,2,11,5,3,2,2,0,2
1183,42,No,Travel_Rarely,Sales,2,5,Other,4,Female,3,1,Sales Executive,4,Divorced,47371,7,Yes,22,4,4,3,24,5,3,19,4,1,4
1184,25,No,Travel_Frequently,Sales,5,4,Medical,3,Female,3,2,Sales Executive,1,Single,76568,7,No,17,4,2,2,7,6,3,39,5,2,1
1185,50,Yes,Travel_Frequently,Human Resources,13,5,Technical Degree,3,Male,2,5,Manager,1,Single,154803,8,No,11,3,3,3,32,3,4,5,5,0,1
1186,34,No,Travel_Rarely,Sales,18,5,Life Sciences,3,Female,3,1,Sales Representative,4,Single,46782,6,No,24,3,3,1,16,2,2,0,0,0,0
1187,39,No,Travel_Rarely,Human Resources,23,5,Marketing,2,Male,3,3,Human Resources,1,Single,109394,7,No,16,3,3,1,21,6,3,5,5,0,5
1188,35,No,Travel_Frequently,Human Resources,9,5,Medical,1,Male,4,3,Human Resources,3,Single,96932,4,No,16,3,3,0,17,5,4,18,3,1,0
1189,39,Yes,Travel_Frequently,Research & Development,7,3,Marketing,1,Female,2,5,Manager,2,Married,139229,6,No,21,3,3,3,21,2,3,17,0,2,0
1190,26,No,Travel_Rarely,Sales,5,3,Human Resources,3,Female,1,1,Manager,3,Married,75248,6,No,23,3,3,1,8,0,3,9,1,1,3
1191,41,Yes,Non-Travel,Research & Development,3,4,Medical,2,Female,3,4,Laboratory Technician,3,Divorced,119098,1,No,14,3,4,1,23,2,3,2,2,0,2
1192,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,3,Female,3,2,Research Scientist,2,Divorced,74534,3,Yes,16,3,2,3,17,4,1,1,1,0,1
1193,35,No,Travel_Frequently,Research & Development,21,5,Human Resources,3,Female,2,3,Research Scientist,4,Married,112216,1,No,21,4,4,3,17,6,1,6,0,0,4
1194,47,No,Travel_Rarely,Research & Development,1,3,Other,2,Male,4,2,Manufacturing Director,3,Married,112471,8,No,17,3,4,2,29,3,2,2,1,0,2
1195,53,No,Non-Travel,Human Resources,8,2,Medical,2,Female,2,4,Manager,1,Single,130522,0,Yes,16,3,4,2,35,4,4,2,1,0,0
1196,46,No,Non-Travel,Sales,26,4,Technical Degree,3,Male,3,1,Manager,4,Divorced,61432,3,Yes,13,3,2,1,28,6,3,15,2,1,0
1197,36,Yes,Travel_Rarely,Research & Development,3,4,Human Resources,3,Male,3,1,Laboratory Technician,3,Single,80249,1,Yes,22,4,2,2,18,2,2,2,2,0,2
1198,23,No,Travel_Frequently,Sales,3,3,Marketing,1,Male,3,5,Sales Executive,3,Divorced,153864,7,No,24,3,2,0,5,2,3,3,3,2,0
1199,30,Yes,Non-Travel,Human Resources,7,2,Medical,3,Female,2,2,Manager,3,Married,76939,6,Yes,15,4,4,2,12,6,2,0,0,0,0
1200,43,Yes,Non-Travel,Sales,26,4,Life Sciences,1,Female,4,2,Sales Representative,2,Single,96727,6,No,22,3,3,0,25,2,4,2,0,0,0
1201,35,No,Non-Travel,Research & Development,16,3,Life Sciences,3,Female,4,1,Healthcare Representative,3,Divorced,56229,4,No,11,3,1,2,17,5,3,1,1,0,1
1202,38,No,Non-Travel,Research & Development,26,5,Other,3,Male,3,2,Research Director,3,Married,103072,0,Yes,22,3,4,2,20,1,4,3,1,1,3
1203,47,No,Non-Travel,Research & Development,22,4,Other,3,Female,3,3,Healthcare Representative,2,Divorced,107690,3,Yes,22,3,3,2,29,4,3,20,1,1,0
1204,33,Yes,Travel_Frequently,Research & Development,7,2,Technical Degree,3,Female,3,2,Research Scientist,4,Married,70192,4,Yes,22,3,3,0,15,4,3,1,1,0,1
1205,51,Yes,Travel_Frequently,Sales,11,5,Marketing,2,Female,4,4,Manager,1,Divorced,143150,1,No,24,4,3,0,33,5,4,3,3,1,2
1206,36,No,Non-Travel,Research & Development,29,2,Marketing,4,Female,4,2,Laboratory Technician,3,Married,78768,4,No,15,3,4,1,18,3,2,12,3,3,2
1207,46,No,Non-Travel,Research & Development,13,1,Other,3,Male,2,4,Research Director,1,Single,113854,4,No,17,3,3,2,28,0,3,10,1,1,2
1208,24,No,Non-Travel,Research & Development,9,5,Technical Degree,3,Female,1,3,Healthcare Representative,3,Single,102851,8,No,21,3,2,1,6,3,4,1,0,0,0
1209,32,No,Travel_Frequently,Research & Development,11,3,Marketing,1,Male,2,1,Manufacturing Director,4,Divorced,53542,6,Yes,11,3,3,1,14,1,3,3,0,3,0
1210,57,No,Non-Travel,Sales,13,5,Technical Degree,3,Female,4,2,Sales Representative,4,Married,118011,6,Yes,11,3,1,2,39,2,3,7,1,2,0
1211,36,No,Travel_Rarely,Research & Development,19,5,Technical Degree,3,Female,2,3,Laboratory Technician,3,Married,100103,4,No,12,3,3,0,18,2,3,5,5,0,5
1212,32,Yes,Travel_Frequently,Sales,14,2,Life Sciences,1,Female,4,4,Manager,4,Divorced,110431,1,No,11,4,4,2,14,3,4,2,2,0,2
1213,34,No,Non-Travel,Human Resources,3,2,Marketing,3,Male,3,1,Manager,4,Divorced,90551,9,Yes,24,3,3,0,16,6,1,4,4,2,2
1214,41,No,Non-Travel,Research & Development,12,4,Human Resources,4,Female,2,2,Research Director,4,Married,85082,2,Yes,15,3,4,0,23,4,4,6,0,0,6
1215,39,No,Travel_Frequently,Sales,19,3,Other,4,Female,4,3,Sales Executive,3,Single,104546,7,No,21,4,3,1,21,5,3,3,2,3,2
1216,31,No,Travel_Frequently,Research & Development,25,2,Marketing,2,Female,4,1,Laboratory Technician,4,Divorced,70787,1,No,25,3,4,1,13,2,2,0,0,0,0
1217,35,No,Travel_Frequently,Research & Development,3,5,Technical Degree,4,Male,3,1,Healthcare Representative,1,Divorced,55911,9,No,12,3,3,3,17,2,3,7,4,0,0
1218,31,No,Travel_Rarely,Research & Development,14,2,Medical,2,Male,3,2,Laboratory Technician,4,Divorced,97466,8,No,15,3,4,0,13,6,3,12,5,1,1
1219,31,No,Travel_Frequently,Sales,15,2,Other,3,Female,4,3,Manager,3,Single,104632,8,Yes,12,3,3,1,13,1,3,4,3,0,2
1220,49,No,Travel_Frequently,Sales,27,3,Marketing,3,Male,3,2,Manager,4,Divorced,69821,4,No,13,4,4,1,31,6,4,16,0,0,0
1221,49,No,Non-Travel,Research & Development,16,5,Life Sciences,2,Male,3,1,Manufacturing Director,3,Single,81598,0,No,25,3,2,2,31,1,3,18,1,5,0
1222,31,No,Non-Travel,Research & Development,7,5,Human Resources,2,Female,3,1,Healthcare Representative,4,Single,72094,7,Yes,18,3,3,1,13,3,3,15,3,2,7
1223,33,No,Travel_Rarely,Research & Development,13,2,Technical Degree,3,Male,3,2,Manager,1,Divorced,101127,8,Yes,23,3,3,1,15,4,3,0,0,0,0
1224,45,No,Travel_Frequently,Research & Development,22,5,Life Sciences,4,Male,3,4,Laboratory Technician,4,Divorced,127247,2,No,25,3,2,2,27,0,3,28,4,0,9
1225,26,No,Travel_Frequently,Research & Development,27,4,Life Sciences,3,Male,4,5,Research Scientist,3,Married,150851,2,Yes,23,3,4,2,8,6,3,17,5,2,4
1226,31,No,Non-Travel,Research & Development,17,4,Other,3,Male,3,2,Research Scientist,1,Married,80757,3,No,15,4,3,3,13,1,2,8,0,1,6
1227,34,Yes,Non-Travel,Sales,1,4,Technical Degree,3,Male,4,2,Sales Representative,2,Single,112001,3,Yes,16,3,3,0,16,2,3,10,7,2,1
1228,28,No,Travel_Rarely,Research & Development,20,5,Other,1,Male,3,2,Laboratory Technician,2,Divorced,72989,2,Yes,12,3,3,1,10,5,4,0,0,0,0
1229,45,Yes,Travel_Frequently,Sales,25,2,Medical,2,Female,3,2,Sales Executive,3,Divorced,106915,0,No,25,3,3,2,27,5,4,0,0,0,0
1230,29,No,Non-Travel,Research & Development,18,1,Medical,4,Male,4,2,Manufacturing Director,4,Single,102854,7,No,18,3,3,3,11,6,4,8,0,3,2
1231,25,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,4,2,Healthcare Representative,2,Married,99117,6,No,24,3,2,3,7,5,3,7,5,1,3
1232,45,No,Travel_Rarely,Research & Development,17,4,Human Resources,4,Male,2,4,Manufacturing Director,3,Divorced,128408,2,No,18,3,4,2,27,5,3,4,4,3,2
1233,32,No,Non-Travel,Research & Development,24,3,Human Resources,3,Female,2,5,Healthcare Representative,3,Single,128809,5,Yes,19,3,2,1,14,0,4,12,1,1,6
1234,48,Yes,Non-Travel,Human Resources,3,4,Marketing,3,Female,2,1,Human Resources,3,Divorced,49627,9,No,19,3,2,0,30,2,3,1,0,1,0
1235,43,Yes,Travel_Frequently,Sales,27,3,Other,4,Male,3,4,Sales Executive,1,Married,123327,1,No,23,3,3,1,25,1,3,2,2,2,1
1236,28,No,Travel_Frequently,Research & Development,8,2,Life Sciences,2,Male,4,3,Research Director,4,Single,108294,8,No,15,3,2,3,10,3,4,8,0,4,0
1237,35,Yes,Non-Travel,Human Resources,3,1,Medical,3,Female,3,3,Human Resources,2,Married,107523,6,No,17,3,3,0,17,3,2,22,4,3,2
1238,26,No,Travel_Frequently,Sales,14,5,Medical,2,Male,3,3,Sales Executive,4,Married,99185,1,No,22,3,2,0,8,1,3,4,3,1,1
1239,18,Yes,Travel_Frequently,Sales,15,3,Technical Degree,2,Male,1,2,Sales Representative,3,Married,86470,3,Yes,24,3,2,2,0,6,3,4,3,1,2
1240,45,No,Travel_Frequently,Research & Development,19,2,Other,4,Male,3,2,Research Scientist,2,Single,106871,6,No,21,3,1,1,27,4,3,12,1,1,3
1241,34,No,Non-Travel,Research & Development,3,2,Marketing,4,Female,3,3,Research Scientist,1,Married,75477,2,Yes,23,3,4,0,16,5,4,2,0,0,0
1242,47,No,Travel_Rarely,Research & Development,19,2,Medical,4,Male,4,2,Laboratory Technician,2,Married,109116,1,Yes,21,3,1,0,29,2,4,21,5,0,8
1243,35,No,Travel_Rarely,Research & Development,14,1,Human Resources,1,Female,1,2,Research Director,2,Single,106477,3,Yes,18,3,1,1,17,3,4,6,6,1,6
1244,55,Yes,Travel_Rarely,Research & Development,18,4,Medical,4,Male,2,3,Research Scientist,3,Divorced,88423,1,Yes,14,3,2,3,37,2,1,11,11,0,0
1245,40,No,Non-Travel,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,3,Married,89019,0,No,21,3,3,1,22,3,3,1,1,1,1
1246,19,No,Non-Travel,Research & Development,21,3,Other,4,Female,2,5,Research Scientist,2,Single,149942,8,Yes,24,3,1,0,1,3,1,25,4,1,1
1247,28,No,Travel_Rarely,Sales,28,4,Technical Degree,1,Male,3,1,Manager,4,Single,82138,9,Yes,13,3,1,2,10,4,3,1,1,0,1
1248,39,Yes,Travel_Rarely,Sales,22,5,Life Sciences,2,Female,3,1,Sales Executive,4,Single,57789,6,Yes,21,3,2,2,21,1,4,2,0,0,2
1249,33,No,Travel_Frequently,Sales,27,4,Other,3,Male,2,1,Sales Executive,3,Married,77564,3,Yes,20,3,4,0,15,5,3,10,3,7,1
1250,33,No,Non-Travel,Research & Development,12,2,Technical Degree,1,Female,3,3,Healthcare Representative,3,Married,112729,0,Yes,23,3,3,1,15,5,3,3,3,1,1
1251,40,No,Non-Travel,Research & Development,13,4,Marketing,3,Female,3,3,Laboratory Technician,3,Married,99797,1,No,22,3,3,2,22,2,2,7,1,6,0
1252,41,Yes,Travel_Rarely,Research & Development,13,5,Other,3,Male,3,2,Manufacturing Director,2,Married,86563,7,Yes,16,3,4,0,23,6,1,2,1,1,2
1253,32,Yes,Travel_Rarely,Human Resources,19,5,Marketing,2,Female,3,2,Manager,2,Divorced,97645,2,No,21,4,3,0,14,6,2,8,1,1,6
1254,31,No,Non-Travel,Human Resources,8,3,Marketing,2,Female,3,5,Manager,2,Single,110728,6,No,22,3,2,0,13,1,3,3,1,0,3
1255,24,No,Travel_Frequently,Research & Development,25,5,Other,4,Male,3,3,Manufacturing Director,1,Single,105782,3,No,20,3,3,0,6,4,3,11,6,1,1
1256,24,Yes,Travel_Frequently,Research & Development,16,2,Life Sciences,3,Male,1,1,Research Director,4,Single,83525,3,Yes,13,3,3,1,6,3,2,1,1,0,0
1257,30,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,4,2,Research Director,1,Single,83080,6,No,14,3,2,1,12,6,3,1,1,1,1
1258,34,No,Travel_Rarely,Research & Development,26,5,Other,3,Male,2,2,Manager,4,Married,104552,2,Yes,25,3,4,0,16,5,3,2,0,0,1
1259,26,Yes,Travel_Rarely,Sales,1,4,Other,3,Male,3,5,Manager,1,Divorced,164939,9,No,18,4,3,0,8,3,4,6,0,0,2
1260,35,Yes,Travel_Rarely,Sales,25,1,Medical,4,Female,4,1,Sales Executive,2,Single,78986,4,No,20,3,3,0,17,5,1,7,1,0,0
1261,29,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,2,Female,2,4,Manager,3,Married,122755,9,Yes,23,3,3,1,11,4,3,1,1,0,1
1262,38,No,Non-Travel,Human Resources,29,1,Medical,3,Male,2,2,Human Resources,4,Divorced,54288,4,Yes,25,4,4,2,20,5,4,5,1,0,5
1263,34,No,Travel_Frequently,Research & Development,17,3,Marketing,4,Female,1,4,Research Scientist,4,Divorced,134420,1,Yes,23,3,3,2,16,6,1,0,0,0,0
1264,29,No,Travel_Rarely,Sales,11,4,Life Sciences,3,Male,4,2,Sales Executive,3,Divorced,85011,3,No,17,3,3,2,11,4,3,6,2,0,2
1265,40,No,Travel_Rarely,Research & Development,26,1,Marketing,4,Male,4,2,Manager,2,Single,109814,0,No,25,3,2,0,22,1,1,0,0,0,0
1266,27,No,Travel_Rarely,Research & Development,28,4,Medical,4,Female,4,1,Healthcare Representative,3,Divorced,75721,8,No,18,3,3,0,9,2,4,8,4,0,2
1267,48,Yes,Travel_Rarely,Sales,2,1,Other,4,Female,4,2,Manager,4,Single,71847,2,Yes,16,3,4,3,30,0,3,1,1,1,1
1268,46,No,Non-Travel,Sales,10,1,Life Sciences,1,Female,3,5,Manager,2,Single,146129,2,No,21,3,4,0,28,6,3,2,2,1,2
1269,25,No,Travel_Frequently,Research & Development,20,2,Life Sciences,3,Female,3,2,Manager,3,Single,111369,4,No,20,4,4,0,7,4,3,6,4,0,0
1270,38,No,Travel_Rarely,Research & Development,15,2,Technical Degree,4,Female,3,2,Healthcare Representative,4,Married,79444,2,No,21,3,3,2,20,3,2,5,5,1,2
1271,33,No,Travel_Rarely,Research & Development,21,4,Medical,4,Female,3,4,Healthcare Representative,3,Married,128876,3,Yes,24,3,4,2,15,0,1,2,2,2,1
1272,47,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,4,Male,3,1,Research Scientist,3,Single,74245,1,No,13,3,3,1,29,3,3,4,0,0,2
1273,42,Yes,Travel_Frequently,Research & Development,12,5,Human Resources,2,Male,1,1,Manager,1,Divorced,76900,5,Yes,13,3,2,0,24,6,2,6,4,0,6
1274,30,No,Travel_Rarely,Sales,11,2,Marketing,2,Female,2,2,Manager,4,Married,102304,0,Yes,24,4,2,0,12,6,4,8,0,0,0
1275,32,No,Travel_Frequently,Research & Development,18,1,Life Sciences,4,Female,4,1,Research Scientist,3,Single,54651,7,No,14,3,3,0,14,4,3,3,2,1,1
1276,37,Yes,Non-Travel,Research & Development,26,4,Marketing,4,Male,4,2,Healthcare Representative,3,Divorced,84460,4,Yes,18,3,4,0,19,2,2,3,1,3,3
1277,36,No,Non-Travel,Sales,4,2,Life Sciences,3,Male,4,1,Manager,2,Single,87352,3,Yes,19,3,3,1,18,3,4,0,0,0,0
1278,36,Yes,Non-Travel,Research & Development,1,5,Marketing,4,Female,4,2,Laboratory Technician,1,Single,106681,9,No,15,3,4,2,18,4,3,9,3,3,2
1279,35,Yes,Travel_Frequently,Research & Development,8,2,Technical Degree,2,Male,1,3,Manufacturing Director,3,Married,132073,0,Yes,16,3,3,1,17,3,3,19,2,1,6
1280,38,Yes,Travel_Frequently,Research & Development,9,2,Technical Degree,3,Female,4,2,Laboratory Technician,4,Divorced,109332,5,Yes,21,3,2,1,20,1,3,1,1,1,1
1281,56,Yes,Travel_Rarely,Research & Development,24,2,Marketing,4,Female,4,1,Manufacturing Director,3,Single,62953,8,No,21,3,2,0,38,2,4,12,0,3,3
1282,31,No,Travel_Rarely,Sales,28,5,Life Sciences,4,Female,3,3,Sales Executive,2,Married,94881,8,Yes,16,3,4,2,13,2,3,2,2,0,0
1283,34,Yes,Non-Travel,Research & Development,8,1,Marketing,2,Female,2,1,Laboratory Technician,3,Divorced,73675,9,No,16,3,2,3,16,2,4,1,1,1,1
1284,49,No,Travel_Rarely,Research & Development,6,5,Medical,3,Female,3,1,Research Scientist,4,Single,66099,7,No,12,3,4,0,31,1,3,6,0,0,2
1285,50,No,Travel_Rarely,Research & Development,27,3,Life Sciences,2,Male,3,2,Laboratory Technician,2,Single,80665,0,No,14,4,3,2,32,3,3,6,1,0,1
1286,21,No,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Female,3,1,Healthcare Representative,2,Divorced,96114,3,No,20,3,1,0,3,2,3,5,0,2,5
1287,36,No,Travel_Frequently,Sales,20,3,Life Sciences,2,Female,3,2,Manager,3,Divorced,64475,1,No,22,3,4,1,18,4,3,25,1,1,0
1288,29,No,Travel_Frequently,Research & Development,25,1,Marketing,4,Male,3,1,Laboratory Technician,4,Married,73050,7,No,25,3,2,0,11,3,4,22,5,3,4
1289,25,Yes,Travel_Frequently,Research & Development,14,4,Other,2,Male,3,3,Manufacturing Director,1,Married,142949,1,No,18,4,2,0,7,5,4,13,12,1,10
1290,46,Yes,Travel_Rarely,Research & Development,20,1,Medical,2,Male,3,1,Manufacturing Director,4,Single,105481,6,No,12,3,4,0,28,5,1,4,0,0,1
1291,18,No,Non-Travel,Research & Development,5,1,Medical,3,Female,2,1,Research Director,3,Married,72889,7,Yes,19,3,3,1,0,0,3,4,4,0,2
1292,40,Yes,Non-Travel,Research & Development,8,5,Human Resources,2,Male,1,4,Manufacturing Director,1,Divorced,151831,3,Yes,24,3,3,0,22,3,2,10,0,1,1
1293,33,No,Travel_Rarely,Research & Development,4,4,Other,4,Male,3,1,Laboratory Technician,2,Divorced,58563,7,Yes,19,3,3,2,15,6,3,0,0,0,0
1294,40,No,Travel_Frequently,Sales,14,4,Marketing,2,Female,3,4,Sales Executive,4,Single,110317,6,Yes,16,3,4,1,22,6,1,0,0,0,0
1295,33,No,Travel_Frequently,Sales,11,4,Human Resources,4,Male,4,4,Sales Representative,3,Married,129377,7,No,16,3,3,0,15,6,3,7,2,0,0
1296,28,No,Travel_Frequently,Sales,19,2,Human Resources,3,Male,1,1,Sales Representative,4,Married,96977,2,No,11,4,4,0,10,2,4,1,1,1,1
1297,39,Yes,Travel_Frequently,Research & Development,19,2,Marketing,4,Male,2,4,Laboratory Technician,4,Divorced,124832,5,No,11,3,4,2,21,5,4,7,0,2,2
1298,25,No,Travel_Frequently,Research & Development,23,1,Marketing,4,Female,3,4,Healthcare Representative,3,Married,153042,8,No,22,4,4,2,7,6,2,21,1,6,9
1299,44,No,Travel_Frequently,Research & Development,27,2,Medical,4,Male,3,4,Healthcare Representative,2,Single,120546,1,No,18,3,2,1,26,2,3,37,1,1,2
